Customer ID,Recency,Frequency,Monetary,Tenure,AvgBasketSize,Target_LTV,Target_churn
12421,41,2,291.56,131,84.0,807.04,0
12422,20,14,4428.24,347,159.0,803.5600000000001,0
12423,13,2,763.08,91,227.0,1859.31,0
12424,48,2,1579.07,174,642.5,1760.96,0
12425,74,1,964.21,74,651.0,777.2,0
12426,288,1,762.48,288,326.0,582.73,0
12429,67,4,2454.01,172,333.25,5031.900000000001,0
12431,35,12,4012.27,319,142.0,6845.7,0
12433,25,3,3418.27,102,821.0,17162.99,0
12434,7,1,297.29,7,138.0,806.14,0
12435,22,4,6096.04,363,725.75,7829.89,0
12437,21,21,7731.99,363,241.8095238095238,4951.41,0
12439,308,2,1158.18,351,242.0,0.0,1
12440,88,2,859.2,343,165.5,0.0,1
12443,358,1,485.31,358,182.0,0.0,1
12445,46,1,301.58000000000004,46,144.0,133.4,0
12449,36,2,768.6,64,364.5,4067.29,0
12450,25,3,490.32,100,104.66666666666667,197.88,0
12451,89,3,3634.36,155,928.0,9035.52,0
12454,21,4,13151.44,47,1674.25,3528.34,0
12455,71,4,3413.09,347,303.25,2466.86,0
12457,61,1,632.68,61,251.0,2363.23,0
12458,53,2,830.09,113,240.0,947.4,0
12459,231,1,454.36,231,258.0,0.0,1
12460,82,1,326.65,82,170.0,0.0,1
12466,308,1,56.73,308,1.0,0.0,1
12467,49,1,132.8,49,129.0,0.0,1
12468,152,3,2941.2,308,611.6666666666666,729.5400000000001,0
12469,148,2,3070.54,162,1276.0,0.0,1
12470,315,1,211.95,315,95.0,0.0,1
12471,0,49,20139.739999999998,358,176.9387755102041,19824.05,0
12472,22,12,9677.18,351,519.1666666666666,8203.41,0
12474,4,13,5048.66,292,239.0,7375.79,0
12475,35,1,426.26,35,236.0,723.38,0
12476,22,12,7298.99,127,269.75,6816.42,0
12477,25,3,7056.63,249,822.0,13219.74,0
12480,25,3,2183.2200000000003,133,415.0,3281.63,0
12481,2,5,6605.69,233,772.8,5755.7,0
12482,202,29,23691.4,279,932.4827586206897,0.0,1
12483,4,11,2635.6,303,96.54545454545455,2484.98,0
12484,109,6,1828.43,307,180.0,4541.72,0
12485,155,1,708.1,155,414.0,0.0,1
12486,57,1,1037.28,57,523.0,0.0,1
12487,356,1,285.29999999999995,356,174.0,0.0,1
12490,4,11,4405.71,364,258.3636363636364,5417.93,0
12492,29,1,452.0,29,252.0,263.21000000000004,0
12494,37,2,569.17,202,136.0,1303.7,0
12495,266,1,357.4,266,130.0,0.0,1
12496,246,2,54.09,246,16.5,0.0,1
12497,26,2,5205.400000000001,270,2224.5,1043.1,0
12499,186,1,393.72,186,302.0,0.0,1
12500,61,8,1697.39,299,87.375,4257.82,0
12503,210,1,1126.0,210,561.0,0.0,1
12504,43,2,297.0,222,184.0,482.04999999999995,0
12505,34,1,955.2,34,324.0,0.0,1
12507,210,1,539.25,210,362.0,1304.81,0
12510,85,7,4195.45,361,242.28571428571428,982.5699999999999,0
12511,54,1,3084.02,54,1753.0,0.0,1
12514,267,1,580.08,267,400.0,1017.68,0
12516,56,2,1336.56,225,538.5,1312.06,0
12519,102,1,385.7,102,212.0,340.84,0
12523,0,12,2582.38,358,117.5,1789.77,0
12524,14,9,6640.39,295,386.55555555555554,4485.72,0
12525,124,3,973.73,273,169.66666666666666,0.0,1
12527,120,2,386.8,155,146.0,348.71000000000004,0
12529,154,1,316.48,154,192.0,0.0,1
12530,41,5,2096.98,268,360.0,1662.28,0
12531,312,1,1807.98,312,1074.0,125.22,0
12533,253,2,1367.89,364,352.0,0.0,1
12537,34,1,732.94,34,449.0,0.0,1
12538,4,1,276.5,4,145.0,363.95,0
12539,76,3,5646.400000000001,342,822.6666666666666,5568.35,0
12540,4,16,8854.25,358,270.875,13400.24,0
12542,110,2,481.88,266,261.0,0.0,1
12543,74,1,980.25,74,688.0,0.0,1
12547,126,1,175.78,126,175.0,207.79999999999998,0
12549,201,6,1575.68,323,227.66666666666666,0.0,1
12553,11,2,916.47,49,180.0,3692.28,0
12554,74,1,468.5,74,240.0,0.0,1
12555,308,1,129.23,308,1.0,0.0,1
12557,58,3,6105.18,348,666.0,12610.960000000001,0
12562,11,2,1185.18,61,274.0,3781.7400000000002,0
12563,34,1,249.24,34,113.0,0.0,1
12567,14,5,2366.2,292,200.6,11343.66,0
12568,270,1,70.0,270,48.0,0.0,1
12570,308,1,77.52,308,1.0,0.0,1
12573,7,4,556.87,91,98.75,160.54000000000002,0
12575,83,2,622.8199999999999,152,157.5,0.0,1
12576,18,3,826.89,152,175.66666666666666,1315.83,0
12577,7,5,995.9499999999999,362,145.0,657.8,0
12578,11,2,1847.94,69,592.0,2794.51,0
12580,202,1,637.2,202,331.0,415.7,0
12582,48,2,1469.04,203,342.5,511.36,0
12583,11,12,6310.2,359,289.5833333333333,8137.24,0
12586,0,3,1865.73,349,202.66666666666666,196.94000000000003,0
12588,25,3,743.88,223,128.33333333333334,214.89999999999998,0
12589,47,6,4048.98,315,243.0,646.68,0
12591,16,2,899.3,34,224.5,452.84999999999997,0
12592,145,3,2145.06,145,528.3333333333334,437.6,0
12594,4,5,1751.89,272,198.2,3338.2200000000003,0
12595,130,1,299.02,130,271.0,0.0,1
12598,89,3,1511.01,274,314.0,3023.08,0
12599,7,6,1264.14,203,205.5,1032.58,0
12600,1,11,2368.38,358,55.36363636363637,2675.54,0
12601,30,1,104.19999999999999,30,45.0,577.0600000000001,0
12605,2,4,1232.95,84,232.25,0.0,1
12606,308,1,21.0,308,1.0,0.0,1
12608,30,1,415.79,30,323.0,0.0,1
12609,0,6,2309.01,345,150.83333333333334,1126.85,0
12613,14,5,3490.69,351,503.8,3344.38,0
12615,39,4,3449.79,257,485.25,2291.19,0
12616,14,1,417.8,14,214.0,713.3,0
12619,186,1,140.14,186,140.0,3641.24,0
12621,2,15,10621.53,294,417.73333333333335,14154.28,0
12623,42,6,3442.7400000000002,322,296.6666666666667,305.1,0
12625,135,2,2481.06,222,848.5,2683.82,0
12629,11,2,1558.22,49,361.0,0.0,1
12631,82,5,2841.07,319,274.2,640.5,0
12632,146,2,804.88,190,347.0,0.0,1
12633,8,3,3514.18,151,692.0,2163.98,0
12634,161,2,490.0,174,168.5,0.0,1
12635,18,2,1241.23,82,388.5,1689.18,0
12636,364,1,141.0,364,1.0,0.0,1
12637,4,4,2318.41,169,320.5,6021.9,0
12638,265,1,249.8,265,86.0,671.69,0
12639,60,2,826.27,253,215.0,486.1,0
12643,11,6,5005.78,237,496.1666666666667,3344.64,0
12644,56,3,1440.58,320,235.66666666666666,477.91,0
12645,35,4,1764.12,294,260.25,1775.18,0
12647,11,24,13232.73,321,216.75,4691.62,0
12648,63,3,793.95,327,119.33333333333333,318.05,0
12649,8,5,1671.1399999999999,322,274.6,623.51,0
12651,4,3,263.75,91,62.333333333333336,114.0,0
12652,60,1,97.05000000000001,60,31.0,919.98,0
12653,152,1,1950.98,152,762.0,2209.85,0
12655,49,1,261.35,49,80.0,0.0,1
12656,51,3,2356.66,188,379.0,4051.17,0
12661,62,1,162.0,62,216.0,0.0,1
12662,7,9,2876.76,243,151.77777777777777,4111.26,0
12663,250,2,239.4,294,90.5,0.0,1
12664,140,2,1188.16,352,146.0,4881.88,0
12665,43,2,250.6,295,64.0,63.0,0
12666,20,1,1248.42,20,370.0,0.0,1
12668,4,6,7637.53,303,573.6666666666666,3807.15,0
12670,11,2,764.24,292,115.0,2996.05,0
12671,232,1,2622.481,232,1460.0,0.0,1
12672,221,1,211.15,221,60.0,225.89999999999998,0
12673,27,1,619.5,27,349.0,610.52,0
12675,179,2,958.5,204,168.5,0.0,1
12676,34,5,1511.7,109,239.4,1331.39,0
12677,181,2,395.1,292,88.0,0.0,1
12678,1,9,16652.72,327,1272.111111111111,17628.46,0
12681,4,23,16047.22,352,411.95652173913044,14821.06,0
12682,11,21,10670.4,364,236.52380952380952,13363.51,0
12683,82,6,3157.13,352,338.6666666666667,9539.65,0
12687,106,2,2138.91,106,701.5,0.0,1
12691,46,1,134.6,46,51.0,1035.8,0
12692,263,1,110.95,263,36.0,0.0,1
12693,22,3,847.11,148,93.66666666666667,855.91,0
12694,46,1,973.68,46,846.0,869.67,0
12695,154,3,825.02,291,78.0,582.1,0
12696,60,2,851.91,134,282.0,0.0,1
12698,216,1,339.75,216,111.0,0.0,1
12699,43,1,638.11,43,373.0,0.0,1
12701,155,4,1648.7,259,262.25,797.71,0
12703,259,3,722.98,310,143.66666666666666,283.55,0
12705,9,5,4893.81,159,638.2,6868.29,0
12708,30,8,2404.75,347,140.625,2909.35,0
12709,12,19,20834.12,356,521.4736842105264,10259.22,0
12711,237,2,1339.05,302,385.0,0.0,1
12712,25,8,2326.9,356,142.875,4866.76,0
12714,14,7,9384.85,361,815.0,4708.86,0
12717,216,1,277.93,216,94.0,1030.98,0
12720,37,5,2005.55,132,269.2,6255.12,0
12721,11,2,1356.95,97,348.0,2656.13,0
12724,9,3,1286.11,161,311.3333333333333,1031.41,0
12725,40,3,1838.96,210,326.0,855.6,0
12726,13,4,1405.5,250,368.75,2609.1,0
12727,68,3,1698.8300000000002,280,244.66666666666666,3980.7,0
12728,9,1,233.84,9,124.0,836.33,0
12730,147,1,829.25,147,234.0,0.0,1
12731,68,5,6879.8,273,640.8,18895.91,0
12733,15,3,2040.92,315,253.0,383.95,0
12734,0,2,529.25,18,88.5,110.39999999999999,0
12737,124,2,3710.5,124,1.0,0.0,1
12739,11,2,1713.69,20,232.5,1013.04,0
12741,155,2,406.07,159,107.0,0.0,1
12742,251,1,1201.52,251,1359.0,0.0,1
12744,85,4,4037.77,217,438.25,21279.29,0
12745,112,3,925.41,308,156.0,0.0,1
12746,166,1,254.55,166,97.0,0.0,1
12747,14,15,4721.97,358,91.66666666666667,4554.57,0
12748,1,127,20878.31,361,94.74015748031496,35721.08,0
12749,25,4,2806.48,147,222.25,4090.88,0
12751,70,1,268.27,70,189.0,0.0,1
12755,11,9,1424.31,319,89.11111111111111,7606.349999999999,0
12758,85,5,7111.650000000001,364,804.0,2791.59,0
12759,12,5,3489.3,361,460.0,1531.44,0
12760,81,1,347.8,81,198.0,0.0,1
12761,83,2,782.95,90,140.5,0.0,1
12765,98,6,1404.58,267,168.16666666666666,0.0,1
12766,14,2,1929.3600000000001,33,688.0,8138.92,0
12767,1,1,949.82,1,598.0,0.0,1
12768,76,1,168.69000000000003,76,102.0,0.0,1
12770,82,1,1895.0,82,1100.0,1351.45,0
12771,111,1,282.3,111,104.0,0.0,1
12773,190,1,124.25,190,109.0,0.0,1
12774,161,1,98.7,161,53.0,0.0,1
12775,14,2,300.08,35,103.0,1386.04,0
12776,293,1,55.5,293,46.0,0.0,1
12777,83,1,519.45,83,458.0,0.0,1
12778,22,3,953.45,228,303.3333333333333,822.23,0
12779,18,6,2492.75,362,246.16666666666666,4229.5199999999995,0
12780,224,1,337.4,224,285.0,0.0,1
12782,0,6,2287.32,145,155.16666666666666,2330.92,0
12784,155,1,1230.33,155,582.0,574.42,0
12785,161,2,788.45,357,161.0,311.95,0
12786,235,1,728.5,235,324.0,0.0,1
12787,39,1,398.52,39,249.0,463.66,0
12788,89,4,444.9,154,48.5,0.0,1
12789,138,2,181.5,319,16.0,91.85,0
12790,36,1,266.93,36,140.0,324.92,0
12791,18,5,670.91,250,51.2,385.20000000000005,0
12792,160,1,426.47,160,177.0,400.53999999999996,0
12793,27,1,340.05,27,166.0,677.28,0
12796,254,1,381.0,254,182.0,0.0,1
12797,50,1,298.05,50,97.0,508.06,0
12798,47,1,1533.8899999999999,47,3199.0,6977.04,0
12799,155,1,219.35,155,137.0,0.0,1
12800,96,3,584.25,302,94.66666666666667,0.0,1
12801,126,1,1071.82,126,505.0,0.0,1
12802,68,6,1988.84,189,276.3333333333333,427.58,0
12803,19,1,1092.81,19,872.0,0.0,1
12804,91,2,327.02,126,135.5,0.0,1
12805,7,4,1434.95,300,148.25,0.0,1
12806,61,4,2878.96,214,521.75,0.0,1
12807,9,1,330.35,9,145.0,0.0,1
12808,61,2,293.05,88,67.0,613.0500000000001,0
12809,191,2,1266.63,273,149.0,489.31,0
12810,160,2,534.99,302,194.5,0.0,1
12811,4,2,519.05,53,102.5,514.85,0
12813,127,3,1687.8,319,380.3333333333333,0.0,1
12817,25,2,524.94,60,83.0,166.04,0
12819,84,1,540.52,84,344.0,0.0,1
12820,23,7,1747.18,360,177.42857142857142,942.34,0
12821,237,1,128.07999999999998,237,92.0,92.72,0
12823,20,13,4742.0,305,53.84615384615385,1759.5,0
12825,147,2,518.63,267,69.5,0.0,1
12826,30,5,1326.03,347,171.4,1629.72,0
12829,176,1,92.30000000000001,176,174.0,293.0,0
12831,89,2,236.06,89,84.0,215.05,0
12835,53,41,6043.31,362,57.48780487804878,0.0,1
12836,15,11,3972.76,364,106.54545454545455,2612.86,0
12837,195,1,554.31,195,185.0,134.1,0
12838,13,8,2324.56,218,157.25,1073.92,0
12839,5,12,4077.7,358,230.91666666666666,5994.03,0
12840,63,3,1315.2,300,249.0,2726.77,0
12841,5,15,3012.34,145,155.73333333333332,4528.34,0
12842,30,2,799.0,363,170.0,1118.99,0
12843,8,22,4886.15,352,102.27272727272727,1702.26,0
12844,68,2,322.64,219,49.0,325.96000000000004,0
12846,308,1,15.58,308,1.0,0.0,1
12847,13,1,765.36,13,624.0,871.54,0
12848,301,1,208.0,301,58.0,0.0,1
12849,7,4,2039.67,217,314.75,1050.8899999999999,0
12850,71,1,330.0,71,200.0,0.0,1
12851,103,1,148.95,103,51.0,135.18,0
12853,53,5,1950.4,298,173.6,1957.1000000000001,0
12854,187,4,1669.52,354,252.0,1324.5,0
12855,20,3,574.74,28,70.0,76.2,0
12857,62,4,2581.6,309,269.25,1106.4,0
12858,9,1,177.92,9,63.0,0.0,1
12859,84,1,575.1,84,292.0,0.0,1
12860,319,1,55.47,319,27.0,0.0,1
12861,245,1,68.25,245,27.0,0.0,1
12862,51,2,1008.3199999999999,121,306.5,0.0,1
12863,5,5,2271.35,215,141.4,521.2,0
12864,134,1,152.45,134,231.0,147.12,0
12865,4,2,1755.24,102,524.0,1568.23,0
12866,100,2,668.23,128,191.0,559.12,0
12867,23,6,3876.47,349,606.8333333333334,4036.82,0
12868,6,2,436.7,18,121.0,1810.3600000000001,0
12869,307,1,337.66999999999996,307,144.0,0.0,1
12870,1,3,1676.95,250,302.0,0.0,1
12871,65,1,363.38,65,284.0,380.64,0
12872,9,10,2706.9900000000002,361,133.3,978.5,0
12873,23,2,1653.3,307,329.0,374.0,0
12874,11,2,948.42,180,311.5,0.0,1
12875,97,3,1013.76,323,1056.0,343.2300000000001,0
12876,20,2,1863.77,216,553.0,2218.02,0
12877,27,8,1419.4,316,135.5,1535.77,0
12880,7,2,640.13,200,139.5,0.0,1
12887,9,1,222.4,9,100.0,0.0,1
12889,7,4,385.46000000000004,128,31.0,0.0,1
12890,13,1,336.8,13,207.0,380.46999999999997,0
12891,84,8,509.5,285,171.875,331.0,0
12892,22,1,263.38,22,140.0,0.0,1
12894,201,1,157.35,201,33.0,0.0,1
12897,7,2,297.75,169,69.5,216.5,0
12898,89,2,310.96000000000004,285,120.0,0.0,1
12899,39,1,366.4,39,108.0,0.0,1
12900,48,1,340.33,48,139.0,0.0,1
12903,54,1,833.53,54,493.0,0.0,1
12905,202,2,1018.42,308,266.0,0.0,1
12907,21,2,508.91,120,88.5,0.0,1
12908,6,3,1026.0,256,600.0,750.0,0
12909,50,3,924.52,279,222.66666666666666,2178.67,0
12910,5,5,2721.48,247,388.0,3075.04,0
12911,177,1,1680.47,177,820.0,0.0,1
12913,6,8,3799.61,364,208.375,2901.25,0
12914,26,1,223.98,26,336.0,0.0,1
12915,98,2,611.45,214,159.0,563.3,0
12916,68,3,1647.87,310,218.33333333333334,3006.15,0
12917,26,5,3765.2,356,196.8,594.0,0
12918,252,1,10953.5,252,1.0,0.0,1
12920,197,3,323.86,351,97.33333333333333,164.23,0
12921,11,37,18646.15,364,318.97297297297297,17274.89,0
12923,16,2,612.9,201,84.0,176.97,0
12924,19,8,1535.7,356,117.75,933.7,0
12925,218,1,35.28,218,108.0,694.05,0
12926,37,4,1548.46,351,191.5,0.0,1
12927,20,1,197.31,20,145.0,0.0,1
12928,4,7,2242.19,175,203.85714285714286,2062.7000000000003,0
12931,6,42,50291.38,364,831.0,42055.96,0
12932,165,8,1698.56,293,201.125,0.0,1
12933,6,5,1079.5,355,92.0,607.53,0
12934,362,1,181.65,362,31.0,0.0,1
12935,1,8,2083.16,233,168.5,2160.7,0
12937,89,5,1593.34,362,195.2,1504.27,0
12939,5,12,13683.0,322,454.3333333333333,11581.8,0
12941,350,1,377.49,350,381.0,0.0,1
12943,184,2,496.5,231,111.0,0.0,1
12945,282,1,437.16,282,281.0,462.95,0
12946,62,1,324.45,62,149.0,0.0,1
12948,356,2,252.48000000000002,363,112.0,2064.95,0
12949,8,14,11359.48,362,418.0,4167.22,0
12951,12,9,2149.65,324,128.77777777777777,1064.07,0
12953,148,1,498.96000000000004,148,280.0,329.85,0
12954,264,1,162.45,264,83.0,0.0,1
12956,310,3,413.82,350,102.0,108.07,0
12957,167,5,4689.43,354,427.4,4017.54,0
12958,26,2,539.49,209,65.5,0.0,1
12959,110,1,150.95,110,109.0,0.0,1
12960,39,4,1322.07,287,344.75,0.0,1
12961,5,1,211.99,5,180.0,0.0,1
12963,61,4,1379.16,145,189.0,2222.43,0
12964,63,1,132.24,63,56.0,0.0,1
12967,9,1,1277.6200000000001,9,474.0,3029.3,0
12969,228,1,122.45,228,55.0,0.0,1
12970,6,6,1072.73,361,117.33333333333333,452.24,0
12971,0,30,4514.6900000000005,350,167.23333333333332,11458.1,0
12972,39,4,1161.2,287,211.0,0.0,1
12973,39,1,385.55,39,31.0,0.0,1
12974,191,1,264.15,191,80.0,144.8,0
12975,62,6,2100.09,359,151.83333333333334,0.0,1
12976,4,7,2417.7799999999997,291,303.2857142857143,738.6,0
12977,127,3,478.39,137,39.666666666666664,39.239999999999995,0
12978,11,5,2502.82,355,278.8,0.0,1
12979,355,1,517.7,355,520.0,0.0,1
12980,12,12,8870.880000000001,363,85.33333333333333,7374.900000000001,0
12982,20,7,2354.27,232,205.85714285714286,390.54,0
12983,224,1,490.08000000000004,224,638.0,0.0,1
12986,54,10,2729.84,313,116.4,0.0,1
12987,46,3,753.51,314,122.0,558.7,0
12989,50,18,6627.64,355,221.77777777777777,6924.110000000001,0
12990,43,4,546.0,245,70.0,409.5,0
12991,15,1,261.06,15,78.0,503.76,0
12992,351,1,93.35000000000001,351,21.0,0.0,1
12993,71,4,844.87,285,127.75,414.76,0
12996,1,1,355.5,1,122.0,0.0,1
12997,20,4,884.02,238,130.5,1226.89,0
12998,118,3,920.08,279,374.6666666666667,0.0,1
13000,351,1,497.65000000000003,351,169.0,534.85,0
13001,30,20,14353.28,362,401.7,9818.82,0
13002,42,2,293.18,60,64.0,120.94999999999999,0
13004,12,18,5994.94,350,219.22222222222223,5655.91,0
13005,57,2,485.98,83,145.0,513.7,0
13007,205,1,175.25,205,59.0,0.0,1
13008,23,2,382.66,349,102.0,229.46999999999997,0
13009,298,1,234.0,298,120.0,0.0,1
13010,0,2,330.12,274,161.5,0.0,1
13012,55,3,1310.99,218,246.33333333333334,1661.8400000000001,0
13013,13,16,6286.490000000001,351,214.8125,6339.28,0
13014,58,1,1914.8,58,1074.0,3466.2799999999997,0
13015,64,6,3240.14,229,319.6666666666667,3346.28,0
13018,39,7,2485.46,274,187.28571428571428,7277.7,0
13019,5,6,1229.95,359,66.16666666666667,0.0,1
13020,188,2,618.96,285,139.0,0.0,1
13021,0,8,2270.86,360,149.25,2616.38,0
13022,55,1,65.3,55,35.0,0.0,1
13023,154,1,759.13,154,299.0,689.9,0
13024,96,2,555.87,208,90.5,0.0,1
13025,357,1,323.39,357,241.0,0.0,1
13026,114,4,757.72,352,211.5,975.36,0
13027,11,13,10423.2,314,1984.6153846153845,6912.0,0
13029,0,2,679.8,149,30.0,1247.5,0
13031,33,5,3419.27,180,479.8,0.0,1
13032,18,7,1833.37,86,129.42857142857142,1010.18,0
13033,55,1,30.0,55,15.0,190.55,0
13034,27,1,114.05000000000001,27,37.0,808.63,0
13035,57,1,442.32,57,282.0,921.88,0
13036,310,1,307.1,310,38.0,0.0,1
13037,25,9,3033.88,362,188.77777777777777,881.07,0
13039,210,4,1010.73,348,72.5,0.0,1
13041,76,4,799.13,215,83.75,0.0,1
13042,224,3,1556.54,358,276.6666666666667,0.0,1
13044,118,10,4293.43,326,212.4,560.47,0
13045,27,2,503.64,112,92.0,305.28000000000003,0
13046,82,1,319.94,82,241.0,629.31,0
13047,40,14,5190.99,349,138.35714285714286,3604.17,0
13048,62,5,2248.3,307,293.4,1835.91,0
13049,15,2,751.5600000000001,27,176.0,656.6800000000001,0
13050,0,18,6179.66,350,182.0,6164.87,0
13051,204,2,155.8,245,36.0,0.0,1
13052,46,6,2820.38,280,205.33333333333334,348.15000000000003,0
13053,247,1,127.65,247,47.0,0.0,1
13055,55,1,1106.7,55,927.0,1214.41,0
13056,177,1,209.48,177,158.0,0.0,1
13057,156,3,722.09,257,155.33333333333334,0.0,1
13059,39,9,2119.77,244,92.11111111111111,183.4,0
13063,106,1,188.4,106,116.0,0.0,1
13064,176,2,561.25,217,77.0,1119.49,0
13065,18,4,849.19,173,76.75,411.72,0
13067,35,2,393.05,72,49.5,115.46000000000001,0
13069,2,14,4914.51,169,666.8571428571429,4768.62,0
13070,85,3,522.9,358,87.33333333333333,228.8,0
13071,238,1,129.22,238,30.0,0.0,1
13073,37,2,418.08,63,130.5,0.0,1
13074,137,4,1378.74,349,206.5,0.0,1
13076,83,1,135.4,83,44.0,0.0,1
13077,7,7,2021.68,354,231.28571428571428,1042.99,0
13078,0,31,16390.12,364,206.51612903225808,13142.33,0
13079,43,1,199.08,43,96.0,220.10000000000002,0
13080,27,3,222.65,235,24.333333333333332,58.08,0
13081,14,17,28500.99,357,1235.8235294117646,30704.16,0
13082,50,12,3722.12,343,345.1666666666667,3613.63,0
13083,51,1,91.67999999999999,51,120.0,303.75,0
13084,117,1,122.39999999999999,117,144.0,0.0,1
13085,305,6,2017.2,364,121.33333333333333,416.08000000000004,0
13086,8,1,439.33000000000004,8,155.0,0.0,1
13087,352,1,313.64,352,86.0,0.0,1
13088,43,1,236.11,43,76.0,0.0,1
13089,5,106,54681.41,363,263.5943396226415,62056.45,0
13090,0,10,4183.87,120,98.5,9919.22,0
13091,355,2,1976.0,355,436.5,345.82,0
13092,40,7,1662.45,293,55.0,477.83,0
13093,0,47,46311.78,361,468.29787234042556,8631.869999999999,0
13094,15,1,282.12,15,180.0,2151.0,0
13096,20,1,419.70000000000005,20,6.0,0.0,1
13097,14,18,7378.8,364,168.5,6010.42,0
13101,124,3,594.21,307,121.66666666666667,101.19,0
13102,5,13,4956.01,208,166.30769230769232,6740.91,0
13103,63,2,465.70000000000005,203,172.0,243.94,0
13104,41,3,610.62,279,110.0,1098.48,0
13105,62,1,72.0,62,100.0,0.0,1
13106,39,1,526.96,39,213.0,76.5,0
13107,39,5,3721.45,299,604.6,1531.6200000000001,0
13108,61,1,398.4,61,447.0,700.12,0
13109,177,1,347.49,177,237.0,786.54,0
13110,63,5,1468.8000000000002,364,75.0,1488.67,0
13111,344,1,321.88000000000005,344,180.0,0.0,1
13112,167,1,20.6,167,11.0,0.0,1
13113,1,13,6006.8,247,107.3076923076923,12618.93,0
13114,356,1,234.38,356,74.0,0.0,1
13115,5,6,3199.92,225,394.5,2294.78,0
13117,12,10,1270.75,249,90.7,1373.06,0
13118,2,4,1217.6,65,106.0,1197.81,0
13119,294,1,134.9,294,110.0,0.0,1
13123,98,2,506.75,155,134.0,0.0,1
13124,11,1,916.12,11,636.0,3866.33,0
13125,149,1,158.57,149,54.0,0.0,1
13126,33,5,1675.17,273,229.2,2323.08,0
13128,257,1,263.5,257,31.0,0.0,1
13129,78,2,233.25,155,148.0,0.0,1
13131,44,4,2240.47,294,269.0,1073.3,0
13133,85,1,90.65,85,23.0,109.8,0
13134,28,2,681.65,42,152.5,1793.58,0
13135,117,1,275.45,117,123.0,3096.0,0
13136,1,8,3666.9500000000003,357,222.625,2607.61,0
13137,12,8,4062.29,128,258.5,3650.41,0
13138,22,1,311.62,22,120.0,1155.62,0
13139,63,1,3138.04,63,2189.0,5064.94,0
13140,46,2,632.45,117,193.5,583.23,0
13141,11,12,5279.83,356,301.75,2388.75,0
13143,210,1,405.1,210,198.0,0.0,1
13144,57,1,24.4,57,8.0,110.95,0
13145,46,3,510.0,225,40.0,913.52,0
13148,15,14,4914.6900000000005,358,185.42857142857142,3707.12,0
13150,110,3,449.96999999999997,256,57.0,0.0,1
13151,251,2,1322.8700000000001,253,234.5,1257.8700000000001,0
13152,43,7,2146.38,320,139.57142857142858,0.0,1
13154,25,3,1624.84,361,325.3333333333333,0.0,1
